-9.3295E+02  0.0000E+00
 -9.3179E+02  0.0000E+00
 -9.3063E+02  0.0000E+00
 -9.2948E+02  0.0000E+00
 -9.2832E+02  0.0000E+00
 -9.2716E+02  0.0000E+00
 -9.2600E+02  0.0000E+00
 -9.2485E+02  0.0000E+00
 -9.2369E+02  0.0000E+00
 -9.2253E+02  0.0000E+00
 -9.2137E+02  0.0000E+00
 -9.2022E+02  0.0000E+00
 -9.1906E+02  0.0000E+00
 -9.1790E+02  0.0000E+00
 -9.1674E+02  0.0000E+00
 -9.1558E+02  0.0000E+00
 -9.1443E+02  0.0000E+00
 -9.1327E+02  0.0000E+00
 -9.1211E+02  0.0000E+00
 -9.1095E+02  0.0000E+00
 -9.0980E+02  0.0000E+00
 -9.0864E+02  0.0000E+00
 -9.0748E+02  0.0000E+00
 -9.0632E+02  0.0000E+00
 -9.0517E+02  0.0000E+00
 -9.0401E+02  0.0000E+00
 -9.0285E+02  0.0000E+00
 -9.0169E+02  0.0000E+00
 -9.0053E+02  0.0000E+00
 -8.9938E+02  0.0000E+00
 -8.9822E+02  0.0000E+00
 -8.9706E+02  0.0000E+00
 -8.9590E+02  0.0000E+00
 -8.9475E+02  0.0000E+00
 -8.9359E+02  0.0000E+00
 -8.9243E+02  0.0000E+00
 -8.9127E+02  0.0000E+00
 -8.9012E+02  0.0000E+00
 -8.8896E+02  0.0000E+00
 -8.8780E+02  0.0000E+00
 -8.8664E+02  0.0000E+00
 -8.8549E+02  0.0000E+00
 -8.8433E+02  0.0000E+00
 -8.8317E+02  0.0000E+00
 -8.8201E+02  0.0000E+00
 -8.8085E+02  0.0000E+00
 -8.7970E+02  0.0000E+00
 -8.7854E+02  0.0000E+00
 -8.7738E+02  0.0000E+00
 -8.7622E+02  0.0000E+00
 -8.7507E+02  0.0000E+00
 -8.7391E+02  0.0000E+00
 -8.7275E+02  0.0000E+00
 -8.7159E+02  0.0000E+00
 -8.7044E+02  0.0000E+00
 -8.6928E+02  0.0000E+00
 -8.6812E+02  0.0000E+00
 -8.6696E+02  0.0000E+00
 -8.6580E+02  0.0000E+00
 -8.6465E+02  0.0000E+00
 -8.6349E+02  0.0000E+00
 -8.6233E+02  0.0000E+00
 -8.6117E+02  0.0000E+00
 -8.6002E+02  0.0000E+00
 -8.5886E+02  0.0000E+00
 -8.5770E+02  0.0000E+00
 -8.5654E+02  0.0000E+00
 -8.5539E+02  0.0000E+00
 -8.5423E+02  0.0000E+00
 -8.5307E+02  0.0000E+00
 -8.5191E+02  0.0000E+00
 -8.5075E+02  0.0000E+00
 -8.4960E+02  0.0000E+00
 -8.4844E+02  0.0000E+00
 -8.4728E+02  0.0000E+00
 -8.4612E+02  0.0000E+00
 -8.4497E+02  0.0000E+00
 -8.4381E+02  0.0000E+00
 -8.4265E+02  0.0000E+00
 -8.4149E+02  0.0000E+00
 -8.4034E+02  0.0000E+00
 -8.3918E+02  0.0000E+00
 -8.3802E+02  0.0000E+00
 -8.3686E+02  0.0000E+00
